OTU ID,L918B1,L918B2,L918B3,L918F1,L918F2,L918F3,L918H1,L918H2,L918H3,L918S1,L918S2,L918S3,L918T1,L918T2,L918T3,L919B1,L919B2,L919B3,L919F1,L919F2,L919F3,L919H1,L919H2,L919H3,L919S1,L919S2,L919S3,L919T1,L919T2,L919T3,L920B1,L920B2,L920B3,L920F1,L920F2,L920F3,L920H1,L920H2,L920H3,L920S1,L920S2,L920S3,L920T1,L920T2,L920T3
OTU2950,0,0,1,1,0,3,18,37,18,0,0,0,3,0,0,0,0,0,0,2,0,3,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU2951,3,0,3,9,1,2,2,3,1,0,0,0,2,2,1,4,1,1,0,3,4,4,6,0,1,2,2,9,1,1,0,0,0,4,3,0,0,0,0,1,2,1,1,3,6
OTU2952,0,0,0,3,3,1,2,3,5,0,0,1,1,0,2,0,0,1,6,1,6,10,2,4,1,2,4,7,1,1,0,0,0,7,4,4,0,0,0,1,0,0,2,2,7
OTU2953,3,3,4,1,0,1,3,6,2,1,0,0,1,4,3,0,2,7,0,1,2,4,0,2,0,0,1,4,3,6,0,0,0,5,1,1,0,0,0,1,0,2,7,3,2
OTU2954,1,0,3,4,1,2,1,1,10,0,0,0,2,0,1,5,0,2,2,2,2,2,8,5,1,5,0,2,2,0,0,0,0,4,1,1,0,0,0,1,4,0,1,1,2
OTU2955,2,0,0,0,0,2,1,2,5,0,0,0,3,0,0,0,5,1,2,0,1,4,6,0,0,1,3,2,7,4,0,1,0,4,6,6,0,1,0,5,3,1,4,4,11
OTU2956,0,4,2,0,0,2,3,4,1,0,0,0,2,1,4,4,5,6,2,1,4,3,1,3,1,1,1,5,2,5,0,0,0,3,2,0,0,0,0,1,0,2,0,0,0
OTU2957,0,4,4,11,1,0,3,7,8,0,0,0,0,3,4,1,2,0,6,5,6,5,6,4,1,2,1,1,0,1,0,0,1,2,1,3,1,0,0,2,1,2,3,1,1
OTU2958,6,8,2,0,0,0,4,6,5,0,0,0,0,2,0,0,0,1,2,0,0,12,10,9,0,2,0,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2
OTU2959,4,3,1,0,1,2,4,3,0,0,0,0,6,1,0,2,4,6,1,1,0,2,4,3,6,4,0,1,1,2,3,0,0,1,5,0,0,0,0,3,4,2,4,0,1
OTU2960,0,6,4,2,7,2,2,0,0,0,0,0,4,2,2,3,0,5,0,0,3,0,1,2,5,0,2,0,5,0,0,0,0,1,3,1,0,0,0,0,3,1,2,8,7
OTU2961,0,2,2,13,2,2,1,7,8,0,0,0,3,1,4,1,1,4,1,0,2,1,3,3,2,0,0,0,2,2,0,0,1,4,7,2,0,0,0,2,0,0,2,1,1
OTU2962,1,0,5,2,6,8,2,5,5,0,0,0,0,2,1,0,0,1,0,6,7,0,9,6,0,2,2,3,2,3,0,0,0,4,15,0,0,0,0,0,0,1,5,0,4
OTU2963,1,0,1,3,4,0,0,0,7,0,0,0,0,0,0,1,2,2,7,9,6,4,3,1,2,0,0,2,2,3,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0
OTU2964,1,0,0,5,0,0,3,4,14,0,0,0,3,0,1,1,0,0,1,1,2,5,8,3,1,0,0,3,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,3
OTU2965,1,1,1,4,4,11,1,0,0,0,0,0,2,2,0,1,1,2,3,2,1,0,0,2,1,5,0,0,1,0,0,0,0,0,1,1,0,0,0,2,7,0,1,5,3
OTU2966,0,1,1,5,2,0,0,2,3,0,0,1,1,3,0,3,0,4,4,3,2,7,2,4,1,4,2,4,2,3,0,0,0,5,5,4,0,0,0,2,0,2,2,1,2
OTU2967,0,1,2,4,4,1,0,0,2,0,0,0,0,1,1,2,2,1,4,2,6,2,1,0,0,1,1,3,3,3,0,0,0,3,1,4,0,0,0,2,1,1,7,1,3
OTU2968,1,0,0,6,4,5,5,2,4,0,0,0,0,3,2,0,1,3,1,3,4,3,2,1,0,0,1,1,2,1,0,0,0,5,1,3,0,0,0,0,0,0,2,3,5
OTU2969,1,1,0,1,4,2,7,7,1,0,0,0,1,0,0,0,0,0,3,1,2,7,5,4,1,1,2,2,3,4,0,0,0,0,5,0,0,0,0,0,1,3,0,0,0
OTU2970,4,0,1,0,2,3,1,1,0,0,0,0,2,0,0,0,0,1,2,1,3,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,3,2,0,2,0,5
OTU2971,0,0,2,1,4,2,2,0,3,0,0,0,2,5,4,5,0,3,1,4,4,3,5,0,1,2,5,5,2,2,0,0,1,0,2,1,0,0,0,0,1,0,4,3,4
OTU2972,1,0,1,5,2,3,1,1,1,0,0,0,1,5,1,2,5,4,8,0,9,1,1,1,0,3,0,3,4,1,0,0,0,3,4,2,0,0,0,0,4,2,0,2,2
OTU2973,1,2,1,4,2,0,2,3,2,1,0,0,0,1,5,1,0,0,6,1,2,7,1,1,0,2,4,7,0,1,1,0,1,7,2,3,0,1,0,6,0,0,1,1,3
OTU2974,2,1,2,2,2,0,5,0,1,0,0,0,1,0,2,0,2,7,4,0,5,1,0,0,0,5,10,0,2,1,0,0,0,0,0,4,0,0,0,4,0,6,4,5,1
OTU2975,1,0,7,6,0,2,1,4,4,0,0,1,3,6,9,0,0,0,2,5,1,0,2,2,0,1,1,7,3,4,0,0,0,3,6,4,0,0,0,1,1,1,4,1,3
OTU2976,1,4,0,2,1,12,5,1,0,0,0,0,0,0,0,0,0,3,3,14,8,6,5,8,4,1,1,2,2,3,0,0,0,2,0,2,0,0,0,1,1,0,3,0,0
OTU2977,2,1,2,1,1,0,0,0,4,0,0,0,1,2,1,0,0,2,3,2,3,4,1,5,3,0,0,6,2,3,0,0,0,6,4,10,0,0,0,7,1,0,3,1,0
OTU2978,0,2,0,1,1,1,0,0,0,0,0,0,0,2,2,3,0,3,1,1,2,1,1,2,1,5,0,2,4,4,0,0,0,1,0,4,0,0,0,0,0,0,5,4,0
OTU2979,3,1,3,6,0,1,2,3,0,0,0,0,3,3,3,4,0,1,4,4,6,4,0,3,2,0,2,6,3,2,0,0,0,5,2,1,0,0,0,1,1,0,2,2,6
OTU2980,4,0,0,3,4,3,1,3,0,0,0,0,1,1,0,1,1,6,3,7,5,3,1,2,0,0,1,4,2,4,0,0,0,1,0,2,0,0,0,3,1,0,2,0,7
OTU2981,3,2,2,5,6,1,2,1,1,0,0,0,3,0,2,0,3,2,6,5,2,2,1,0,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,3,2,1,2,4,2
OTU2982,3,0,0,4,11,4,7,2,3,0,1,0,2,3,5,1,1,2,2,4,5,9,10,1,2,2,1,6,4,1,0,0,0,2,1,4,0,0,0,1,2,0,1,0,2
OTU2983,1,0,1,4,3,1,6,1,9,0,0,0,0,2,1,3,0,3,2,5,3,4,1,0,0,4,1,2,0,2,0,0,0,0,0,3,0,0,0,1,0,0,2,0,2
OTU2984,1,4,0,10,10,5,1,2,3,0,0,0,6,7,1,2,1,0,7,5,2,6,1,7,4,1,2,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
OTU2985,1,0,0,1,1,0,0,2,1,0,0,0,0,2,0,1,1,0,2,2,0,1,3,8,0,4,1,1,1,0,0,0,0,9,5,8,0,0,0,2,7,2,1,1,8
OTU2986,0,0,1,5,2,1,0,1,0,0,0,0,2,1,0,2,0,1,0,4,1,3,2,1,0,0,3,4,4,2,1,0,0,1,7,4,0,0,0,0,1,0,3,4,1
OTU2987,0,1,1,6,0,4,0,2,0,0,0,0,1,1,1,0,0,0,0,3,0,4,2,8,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2988,4,0,2,4,4,2,1,1,5,0,0,1,5,2,1,2,2,4,0,1,0,3,6,0,0,3,0,5,2,4,0,0,0,2,5,4,0,0,0,0,2,2,1,5,2
OTU2989,0,1,0,1,3,2,0,1,1,0,0,0,0,0,0,0,1,2,7,2,3,1,7,4,2,0,0,5,2,3,1,0,0,3,8,4,0,0,0,1,3,0,5,0,0
OTU2990,2,3,0,5,7,6,1,2,3,0,0,0,0,4,0,0,0,4,9,8,5,0,0,3,5,3,3,3,1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1
OTU2991,3,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,3,15,2,3,1,1,2,2,1,0,1,2,4,4,0,0,0,0,3,4,0,0,0,0,0,0,4,3,2
OTU2992,1,0,3,4,3,5,2,2,2,0,1,0,2,1,2,1,2,6,3,6,5,3,1,1,1,0,4,5,2,5,0,0,0,0,2,6,0,0,0,0,1,3,5,2,4
OTU2993,0,0,0,4,6,5,3,9,0,0,0,0,1,3,0,0,1,0,0,4,0,3,2,1,0,3,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2994,1,7,3,4,0,1,0,1,2,0,0,0,0,2,0,3,1,5,0,3,3,4,5,3,0,0,2,2,3,1,0,0,0,2,2,2,0,0,0,5,2,0,0,1,3
OTU2995,0,1,1,2,2,1,0,1,6,0,0,0,0,0,2,2,1,6,4,4,8,4,4,3,0,0,3,0,2,0,0,0,0,3,4,4,0,0,0,0,0,0,5,3,5
OTU2996,2,1,1,0,1,1,1,3,3,0,0,0,2,1,2,1,2,5,2,3,4,5,4,3,0,1,8,2,3,2,0,0,0,1,0,3,0,0,0,0,0,1,4,1,2
OTU2997,1,6,3,0,5,4,0,2,0,0,0,0,0,6,0,0,1,0,6,3,0,3,1,3,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
OTU2998,1,3,3,2,4,3,2,2,6,0,0,0,1,2,0,2,1,4,4,0,0,3,2,1,2,3,5,5,0,2,0,0,0,4,7,0,0,0,0,2,0,1,2,5,3
OTU2999,5,5,7,2,0,5,7,3,7,0,0,2,0,3,1,0,1,5,1,0,1,4,2,5,0,0,3,2,1,6,0,0,0,1,4,1,0,0,0,1,0,1,3,2,2
OTU3000,0,1,0,2,1,1,2,3,9,0,0,0,0,0,0,0,0,1,0,0,0,25,13,22,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3001,1,0,4,1,4,3,0,2,5,0,0,0,5,2,1,0,1,4,2,0,0,2,1,4,0,3,0,6,3,2,0,0,0,2,4,2,0,1,0,0,0,0,2,3,0
OTU3002,2,4,1,2,2,0,2,2,0,0,0,0,0,0,1,2,2,1,4,0,1,2,4,0,2,4,5,1,3,2,0,0,0,2,5,2,0,0,0,4,3,5,4,5,4
OTU3003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3004,0,3,0,6,0,2,3,4,2,0,0,0,1,0,1,1,1,4,0,1,5,4,2,1,1,2,0,5,0,1,0,1,0,6,3,6,0,0,0,1,1,2,6,6,2
OTU3005,2,2,2,1,1,0,2,4,0,0,0,0,0,0,0,4,1,4,5,0,1,4,3,8,2,2,2,1,2,0,2,0,0,1,1,1,0,0,1,2,0,1,1,1,2
OTU3006,1,0,0,3,4,3,1,2,0,0,0,0,0,1,0,6,0,1,2,3,1,9,0,0,1,1,0,6,4,2,0,0,0,3,5,0,0,0,0,1,1,3,4,3,1
OTU3007,1,0,1,4,1,0,21,39,27,0,0,0,1,1,1,0,0,1,0,2,4,7,2,2,1,3,0,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
OTU3008,2,3,1,4,1,1,3,0,3,0,0,0,0,3,0,0,0,0,3,3,5,4,3,3,1,1,1,3,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0
OTU3009,1,3,1,4,2,6,6,0,4,0,0,0,2,0,2,1,0,2,1,1,4,2,2,0,0,2,0,4,5,3,0,0,0,2,0,1,0,0,0,1,1,0,1,2,5
OTU3010,1,0,2,1,3,2,3,0,1,0,0,0,0,0,1,0,1,4,8,4,5,1,2,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
OTU3011,1,1,1,3,0,1,3,3,6,0,1,0,0,2,0,0,0,1,0,1,4,8,11,7,1,1,0,6,5,2,0,0,0,5,1,4,0,0,0,4,0,2,4,6,1
OTU3012,0,3,1,3,2,3,0,3,0,0,1,0,4,2,0,0,0,3,7,5,1,4,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
OTU3013,0,0,0,0,0,2,5,8,10,0,0,0,0,0,1,1,1,0,0,1,0,7,16,6,5,1,0,0,0,4,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0
OTU3014,2,0,3,2,1,3,2,7,5,0,0,0,0,2,2,5,1,1,1,0,1,3,0,1,0,1,4,3,2,0,0,0,0,3,5,0,0,0,0,2,0,1,1,1,6
OTU3015,0,0,1,11,1,5,1,6,8,0,0,0,1,2,4,1,1,0,5,1,6,5,0,0,1,0,4,2,0,4,0,0,0,3,1,2,0,0,0,0,1,1,3,0,0
OTU3016,3,1,1,3,0,2,3,2,1,0,0,0,1,1,0,3,0,0,6,3,6,1,3,2,2,2,2,2,3,1,0,0,1,6,6,2,0,0,0,2,6,2,6,1,3
OTU3017,2,2,0,2,7,0,0,0,0,0,0,0,4,3,0,0,3,5,4,1,2,0,3,4,3,2,0,2,5,4,0,0,0,0,6,0,0,0,0,1,0,1,7,2,3
OTU3018,1,0,3,0,0,0,1,1,0,0,0,0,1,0,0,5,1,7,0,0,1,4,6,6,0,0,7,4,1,5,0,0,0,8,7,12,0,0,0,1,0,0,1,1,6
OTU3019,3,1,1,1,3,2,0,0,0,0,0,0,2,0,3,2,2,9,1,3,0,3,0,0,1,1,1,3,1,3,0,0,0,3,2,5,0,0,0,0,0,0,9,0,3
OTU3020,2,1,4,4,3,7,2,2,3,0,0,0,0,8,1,4,0,5,5,3,8,5,1,2,0,4,5,10,1,1,0,0,0,4,0,1,0,0,0,5,2,3,1,2,1
OTU3021,1,0,4,1,1,7,3,1,1,0,0,0,3,0,0,1,0,0,0,1,2,4,5,4,0,0,2,2,0,2,1,2,0,9,6,5,0,0,0,1,2,4,3,8,6
OTU3022,3,2,3,0,2,2,0,1,1,0,0,0,2,0,0,1,0,10,5,3,0,3,3,0,1,0,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1
OTU3023,1,4,1,3,1,1,0,1,1,0,1,0,1,4,1,1,0,0,1,4,3,2,3,1,3,1,1,0,3,0,0,0,0,1,3,5,0,0,0,4,0,6,4,5,0
OTU3024,1,0,0,1,1,2,2,7,2,0,0,0,0,1,2,1,1,0,3,0,2,6,1,5,2,4,2,1,6,1,0,0,0,1,4,3,0,0,0,3,1,0,3,1,4
OTU3025,0,0,0,8,0,0,19,34,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OTU3026,0,2,2,1,0,5,0,0,0,0,0,0,0,1,0,0,4,2,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,4,3,2,0,0,0,1,3,2,11,4,1
OTU3027,3,2,0,10,2,0,1,3,4,0,0,0,0,6,1,0,1,3,4,1,6,1,2,1,4,0,4,7,4,2,0,0,0,5,1,3,0,0,0,3,1,0,7,3,2
OTU3028,7,2,0,1,0,0,4,2,3,1,0,0,1,0,1,1,0,0,4,2,5,4,2,3,2,0,0,2,1,0,0,0,0,1,1,13,0,0,0,2,0,0,3,2,4
OTU3029,0,0,1,1,3,0,1,4,1,0,0,0,1,1,0,1,1,4,2,4,1,3,5,3,0,0,1,1,2,2,0,1,0,0,5,3,0,0,0,1,1,2,4,5,2
OTU3030,5,1,2,3,1,0,2,9,6,0,0,0,0,3,2,1,4,1,17,1,3,2,1,0,1,3,4,3,2,4,0,0,1,2,0,1,0,0,0,2,2,1,1,1,1
OTU3031,0,0,1,4,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,2,1,2,0,0,0,2,0,2,0,0,0,1,0,0,7,1,0,0,0,0,4,5,5,9,4
OTU3032,3,5,4,3,2,0,4,3,1,0,0,0,0,4,3,0,1,1,2,4,3,1,1,3,2,5,1,3,2,2,0,0,0,4,0,0,0,0,0,0,0,0,1,2,1
OTU3033,1,0,2,3,0,2,0,2,3,0,0,0,3,0,0,2,0,1,2,6,1,0,0,2,1,4,3,5,1,0,0,0,1,3,2,1,0,0,1,4,4,0,7,2,4
OTU3034,1,2,3,4,1,4,4,6,1,0,0,0,4,5,0,3,0,6,4,4,7,1,3,5,5,3,5,3,0,1,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0
OTU3035,1,4,2,2,1,1,2,0,0,0,0,1,1,2,2,1,2,2,2,4,0,1,2,0,2,2,0,1,4,1,0,0,0,1,1,0,0,0,0,1,1,0,5,4,3
OTU3036,6,3,2,1,1,2,1,2,1,0,0,0,2,2,3,4,1,7,0,6,3,4,1,1,2,3,1,5,1,2,0,0,0,5,2,0,0,0,0,1,1,0,3,2,1
OTU3037,6,2,3,0,2,2,2,3,7,0,0,0,0,5,1,0,0,4,2,2,1,3,5,3,0,4,1,4,1,1,0,0,0,5,2,5,0,0,0,0,1,2,5,1,2
OTU3038,3,2,3,4,6,6,4,0,1,0,0,0,1,2,2,0,1,0,0,4,2,3,4,7,2,2,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3039,0,1,1,2,4,2,2,1,3,0,0,0,0,0,0,0,0,1,4,1,3,4,2,0,1,0,0,1,1,0,0,0,0,3,2,8,0,0,0,4,1,3,2,3,6
OTU3040,0,0,0,4,1,8,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,2,1,0,0,4,3,3,0,0,0,3,5,4,0,0,0,3,3,1,1,8,0
OTU3041,0,1,0,2,1,2,3,2,2,0,0,0,5,2,1,1,1,10,2,2,1,1,4,5,1,3,0,2,4,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,2
OTU3042,0,0,0,4,4,4,11,30,21,0,0,0,0,0,1,0,0,0,1,1,0,3,4,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0
OTU3043,3,3,0,2,2,1,0,3,1,0,0,0,0,0,0,1,2,3,1,2,0,2,3,2,1,1,0,4,5,4,2,2,0,0,1,0,2,0,0,1,4,3,4,3,0
OTU3044,0,0,2,9,0,1,4,3,2,1,0,0,1,1,5,1,0,0,1,0,3,5,2,0,7,2,3,10,0,4,0,0,0,3,3,2,0,0,0,0,1,1,1,5,2
OTU3045,1,0,0,2,2,2,1,4,0,0,0,0,1,2,2,1,0,1,5,2,1,1,2,2,0,3,0,1,0,3,2,0,0,3,5,1,0,0,0,0,4,0,3,0,1
OTU3046,0,0,0,3,0,2,9,10,20,0,0,0,0,0,0,2,0,2,1,0,0,7,5,6,1,0,0,2,0,4,0,0,0,2,2,1,0,0,0,2,1,0,0,1,1
OTU3047,1,1,4,3,1,1,0,2,2,0,0,0,2,2,4,0,2,4,3,4,3,6,1,3,3,0,3,2,1,2,0,0,0,3,2,1,0,0,0,1,1,0,0,1,4
OTU3048,0,3,2,6,2,3,2,6,2,0,0,0,0,4,1,0,1,4,6,6,6,6,1,5,1,1,1,4,0,0,0,0,0,4,3,1,0,0,0,2,0,0,4,5,2
OTU3049,1,0,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,2,5,3,1,0,0,1,4,0,1,3,0,2,0,0,0,1,2,3,0,0,0,0,1,2,3,0,4
OTU3050,0,0,4,2,7,0,7,0,4,0,0,0,0,2,1,1,2,2,7,4,3,6,0,0,1,0,0,1,3,2,0,0,0,4,5,3,0,0,0,1,1,2,3,1,7
OTU3051,0,1,0,4,4,2,2,0,1,0,0,0,2,1,0,2,0,3,0,0,2,1,4,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
OTU3052,3,0,1,3,0,2,3,2,10,0,0,0,2,0,1,3,3,3,2,1,2,9,4,0,0,5,2,1,0,1,0,0,0,9,4,2,0,0,0,3,0,3,1,6,4
OTU3053,2,0,1,3,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,7,0,4,4,0,1,2,6,3,2,3,0,0,0,2,5,4,0,0,0,2,4,4,2,2,2
OTU3054,1,3,1,3,4,1,0,2,0,0,0,0,0,0,0,1,0,1,1,3,4,2,1,2,0,4,2,4,0,2,0,0,0,6,1,2,0,0,0,1,2,0,0,7,2
OTU3055,0,5,1,6,0,2,2,4,2,0,0,0,1,2,1,1,1,1,8,2,5,6,4,5,1,0,1,3,3,2,0,0,0,2,2,1,0,0,0,0,1,2,2,1,1
OTU3056,2,0,0,6,4,2,3,2,4,0,0,0,0,2,10,3,0,3,2,0,0,5,3,4,0,2,3,4,1,0,0,0,0,6,0,0,0,0,0,3,1,1,0,4,5
OTU3057,4,3,2,2,1,1,6,1,2,0,0,0,2,1,3,2,7,3,2,0,4,7,7,3,2,1,2,3,1,1,0,0,0,1,1,1,0,1,0,0,3,3,4,1,4
OTU3058,1,0,1,4,1,1,0,2,4,0,0,0,1,0,1,1,0,0,6,7,2,3,2,1,4,4,0,4,10,1,0,0,0,7,2,2,0,0,0,1,0,4,4,6,1
OTU3059,0,2,2,1,1,0,0,0,0,0,0,0,3,1,1,0,1,2,0,1,0,2,0,2,0,1,0,0,1,2,0,0,0,2,2,4,0,0,0,1,0,2,2,7,0
OTU3060,1,9,1,9,3,4,1,1,4,0,1,0,1,6,4,0,1,2,4,3,3,3,2,2,2,1,1,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU3061,2,1,4,1,0,2,2,6,3,0,0,0,1,1,2,0,3,4,2,0,3,5,3,2,0,1,2,5,2,1,1,0,0,1,3,3,0,0,0,2,0,2,1,5,1
OTU3062,2,3,0,1,3,0,4,1,1,0,0,0,0,0,0,0,3,5,3,2,2,2,1,4,0,1,1,0,0,4,0,0,0,1,0,1,0,0,0,0,0,1,1,5,0
OTU3063,2,4,5,3,2,4,5,2,0,0,0,0,4,1,2,0,2,2,0,6,4,0,13,2,0,0,2,0,1,1,0,0,0,1,0,20,0,0,0,1,0,0,1,0,0
OTU3064,1,0,3,1,1,2,0,6,3,0,0,0,1,1,2,1,0,3,3,1,2,1,4,0,1,2,4,3,2,1,0,2,0,0,0,5,0,0,0,2,5,2,2,1,2
OTU3065,2,0,1,1,0,1,1,2,0,0,0,0,1,2,0,0,0,3,0,3,7,1,0,3,0,1,1,1,3,3,1,1,0,0,3,1,0,0,0,1,1,1,3,0,0
OTU3066,0,6,2,2,1,2,3,5,2,0,0,0,1,1,1,7,5,13,1,4,4,6,7,1,0,0,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0
OTU3067,3,3,3,1,0,1,2,0,1,0,0,0,4,3,2,0,1,1,1,4,2,0,1,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,3
OTU3068,3,0,1,8,2,1,2,3,1,0,0,0,0,0,0,0,1,3,1,4,2,0,1,1,2,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,7,2,3,4,1
OTU3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,4,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3070,0,0,0,0,0,0,14,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3071,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,1,1,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,7,2,9,4,1,7
OTU3072,2,1,2,5,1,0,0,4,1,0,0,0,1,2,2,0,0,1,5,5,4,3,1,3,2,0,1,4,0,1,0,0,0,5,2,5,0,1,0,3,1,2,2,3,2
OTU3073,2,1,5,3,1,2,2,4,2,0,0,0,2,2,2,4,1,10,7,1,0,10,6,2,6,1,4,5,5,0,0,0,0,3,1,3,0,0,0,0,0,1,1,2,6
OTU3074,0,1,0,2,2,0,2,2,2,0,1,0,0,0,2,0,2,2,1,4,5,2,2,2,0,1,1,4,2,1,0,0,0,4,3,2,0,0,0,1,1,0,6,2,3
OTU3075,0,3,0,1,0,3,1,0,3,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,4,0,0,1,1,1,1,0,0,2,16,7,0,0,0,4,2,5,7,3,5
OTU3076,0,0,0,15,0,0,1,4,6,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,1,3,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,3,3
OTU3077,2,1,4,3,7,0,4,2,9,0,0,0,1,1,0,0,1,3,1,2,3,10,4,0,0,1,2,3,2,2,0,0,0,4,2,1,0,0,0,1,1,2,5,3,1
OTU3078,0,0,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,4,0,0,1,0,0,0,0,0,0,12,14,4,0,0,0,2,0,0,2,5,0
OTU3079,3,1,2,7,0,3,3,3,18,0,0,0,6,5,0,0,1,3,2,4,1,8,11,4,5,2,2,1,4,0,1,0,0,2,3,3,0,0,0,2,0,1,0,4,6
OTU3080,1,2,2,5,2,0,0,2,3,0,0,1,0,10,4,2,2,3,2,1,3,1,1,0,0,3,1,3,1,0,2,0,0,2,0,5,0,0,0,2,0,0,5,3,6
OTU3081,3,2,1,3,1,6,3,2,3,0,0,0,1,1,2,2,1,1,5,6,2,3,1,2,1,1,2,7,0,2,0,0,0,1,4,3,0,0,0,0,3,0,10,0,0
OTU3082,0,1,0,0,4,0,7,18,15,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,1,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1
OTU3083,0,0,1,5,1,1,2,3,3,0,0,0,2,3,1,4,1,0,2,6,2,1,2,1,4,2,0,3,1,1,0,0,0,2,1,3,0,0,0,0,0,0,1,0,2
OTU3084,2,2,0,5,3,3,1,0,2,0,0,1,2,1,0,2,1,2,0,0,0,1,0,0,0,0,6,2,0,1,0,0,0,12,4,0,0,0,0,0,2,1,2,3,9
OTU3085,1,2,1,4,3,1,0,1,2,0,0,0,4,1,3,1,1,2,2,0,1,0,1,1,0,0,0,1,1,0,0,0,0,4,2,2,1,0,0,4,2,2,2,1,5
OTU3086,2,2,2,4,2,5,1,2,3,0,0,1,2,1,2,2,1,4,1,3,3,3,1,0,5,1,1,1,2,3,0,1,0,5,0,1,0,0,0,2,0,0,1,1,4
OTU3087,0,2,0,2,3,0,0,2,0,1,0,0,3,3,3,0,0,3,4,2,1,1,0,1,3,1,1,3,4,3,0,0,0,4,6,5,0,0,0,1,2,2,6,5,2
OTU3088,0,2,3,1,1,0,0,1,2,0,0,0,0,2,1,1,0,6,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,3,1,4,0,0,0,2,0,1,1,1,0
OTU3089,4,0,8,6,0,2,8,2,5,0,0,0,0,0,1,5,4,9,3,3,4,1,4,8,0,2,2,5,2,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1
OTU3090,0,1,2,0,0,0,2,3,7,0,0,0,6,3,3,4,0,3,4,5,3,0,6,5,7,1,1,3,4,2,0,0,0,7,2,2,0,0,0,1,0,2,0,0,0
OTU3091,0,0,0,0,0,0,48,21,49,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3092,1,2,3,2,2,0,2,3,5,0,0,0,1,7,1,3,1,4,0,0,5,4,6,1,0,0,2,2,1,3,0,0,0,3,2,3,0,0,0,0,3,0,2,6,0
