,S1vsS2,S1vsS3,S1vsS4,S2vsS3,S2vsS4,S3vsS4
itf07g08470,0,0,1,0,1,1
itf07g08480,1,0,0,1,1,0
itf07g08490,0,0,0,0,0,1
itf07g08510,1,0,0,0,1,0
itf07g08530,0,1,0,0,0,1
itf07g08580,1,0,0,0,1,0
itf07g08620,1,0,0,1,1,0
itf07g08660,0,0,0,0,1,0
itf07g08690,1,0,0,1,1,0
itf07g08700,0,0,1,1,1,0
itf07g08730,0,0,1,0,0,0
itf07g08740,0,1,0,0,0,1
itf07g08780,0,0,0,1,1,0
itf07g08820,1,0,0,1,1,0
itf07g08830,0,0,0,0,0,0
itf07g08910,0,1,0,0,0,1
itf07g09170,0,1,0,1,0,1
itf07g09180,1,1,1,1,0,1
itf07g09190,0,1,1,1,1,0
itf07g09270,0,1,1,1,1,1
itf07g09280,0,0,0,0,0,0
itf07g09340,0,0,0,0,0,0
itf07g09370,1,1,1,1,1,0
itf07g09380,1,0,0,1,1,0
itf07g09430,1,1,1,1,1,0
itf07g09650,1,0,1,1,1,1
itf07g09730,0,0,0,0,0,0
itf07g09740,1,0,0,0,1,0
itf07g09750,0,0,0,1,0,0
itf07g09760,0,1,1,1,1,1
itf07g09870,0,1,0,1,0,1
itf07g09880,0,1,1,1,0,1
itf07g09890,0,1,0,0,0,1
itf07g09900,0,1,0,0,0,1
itf07g09910,0,0,0,1,0,0
itf07g09920,0,1,1,1,0,1
itf07g09930,0,1,0,0,0,1
itf07g09970,0,0,0,0,0,0
itf07g09990,1,1,1,1,1,1
itf07g10000,1,1,0,1,1,0
itf07g10020,1,0,0,1,1,0
itf07g10030,1,0,0,1,1,0
itf07g10060,0,0,0,0,0,0
itf07g10080,0,0,0,0,0,0
itf07g10180,1,1,1,1,1,1
itf07g10190,1,1,1,1,1,0
itf07g10200,1,0,0,1,1,0
itf07g10220,0,1,1,1,1,0
itf07g10230,1,1,0,1,1,0
itf07g10250,0,1,0,0,0,1
itf07g10270,0,0,0,0,0,0
itf07g10290,0,1,0,1,0,1
itf07g10320,0,1,0,1,0,1
itf07g10330,0,1,1,0,0,0
itf07g10340,0,1,1,0,0,0
itf07g10360,0,1,0,0,0,1
itf07g10370,1,1,1,1,1,0
itf07g10380,0,1,1,1,1,1
itf07g10440,0,0,0,0,0,0
itf07g10460,1,1,1,0,0,0
itf07g10490,0,0,0,1,0,0
itf07g10540,1,0,0,0,1,0
itf07g10560,0,0,0,0,0,0
itf07g10570,1,0,0,1,1,0
itf07g10610,0,0,0,0,0,0
itf07g10630,0,0,0,1,0,0
itf07g10640,1,1,1,0,0,0
itf07g10680,0,1,1,0,0,0
itf07g10750,1,1,1,1,1,1
itf07g10760,0,0,1,0,1,1
itf07g10780,0,0,0,1,0,0
itf07g10810,0,0,1,0,1,1
itf07g10820,0,0,0,0,0,0
itf07g10850,0,0,1,1,0,1
itf07g10860,1,0,1,1,1,1
itf07g10910,1,0,0,1,1,0
itf07g10920,1,1,1,1,1,0
itf07g10930,1,0,1,1,0,0
itf07g11020,0,1,1,1,1,1
itf07g11070,1,0,1,1,1,0
itf07g11080,1,0,0,1,1,0
itf07g11090,1,0,0,0,0,0
itf07g11100,0,0,0,0,0,0
itf07g11130,0,0,0,0,0,0
itf07g11140,1,0,1,1,1,0
itf07g11160,0,0,0,0,1,0
itf07g11180,1,0,0,1,1,0
itf07g11190,1,1,0,0,1,0
itf07g11200,1,0,1,1,0,1
itf07g11210,1,0,0,1,1,0
itf07g11220,1,1,1,1,1,0
itf07g11320,1,0,0,1,1,0
itf07g11330,0,0,0,1,0,0
itf07g11340,1,0,1,0,0,0
itf07g11350,0,1,0,0,0,1
itf07g11360,1,0,0,0,1,0
itf07g11380,0,0,0,0,1,0
itf07g11390,0,0,0,0,0,0
itf07g11400,1,0,0,0,0,0
itf07g11430,0,1,0,0,0,1
itf07g11440,1,1,0,0,0,0
itf07g11450,1,0,0,1,1,0
itf07g11460,0,0,0,0,0,0
itf07g11470,1,0,0,1,1,0
itf07g11480,0,1,0,0,0,1
itf07g11490,0,0,1,0,1,1
itf07g11500,0,0,0,0,1,0
itf07g11510,1,1,0,0,1,0
itf07g11520,0,0,0,1,0,0
itf07g11530,1,0,1,0,0,0
itf07g11540,0,0,0,0,0,0
itf07g11550,1,1,0,1,0,1
itf07g11580,1,0,1,0,0,1
itf07g11590,1,1,0,1,1,1
itf07g11600,0,0,0,0,0,0
itf07g11620,1,0,0,0,0,0
itf07g11640,0,1,0,0,0,1
itf07g11660,1,0,0,1,1,0
itf07g11670,0,1,0,1,0,0
itf07g11680,0,1,1,0,0,0
itf07g11690,0,1,0,1,0,1
itf07g11700,1,1,0,0,1,0
itf07g11710,1,0,1,1,1,1
itf07g11720,1,1,1,1,1,0
itf07g11740,1,0,1,1,0,1
itf07g11750,1,0,0,1,1,0
itf07g11760,1,0,0,1,1,0
itf07g11770,0,0,0,0,0,0
itf07g11780,0,0,0,0,0,0
itf07g11790,1,0,1,1,1,1
itf07g11800,1,0,0,0,1,0
itf07g11810,0,0,0,0,0,0
itf07g11820,1,1,0,1,1,1
itf07g11840,0,0,0,0,0,0
itf07g11880,1,0,0,1,1,0
itf07g11890,1,0,0,1,1,0
itf07g11910,1,0,0,1,1,0
itf07g11990,0,0,0,0,0,0
itf07g12000,1,1,1,1,1,0
itf07g12010,1,0,0,1,1,1
itf07g12020,0,0,0,0,0,0
itf07g12060,0,0,0,0,0,0
itf07g12080,0,0,0,0,0,0
itf07g12090,0,1,1,0,1,1
itf07g12100,1,1,0,0,1,1
itf07g12110,1,1,0,0,1,1
itf07g12130,0,0,0,0,0,0
itf07g12140,0,1,0,0,0,0
itf07g12150,0,1,1,0,0,0
itf07g12160,0,0,0,1,0,0
itf07g12170,0,0,0,1,0,0
itf07g12190,1,0,0,1,1,0
itf07g12200,1,0,0,1,0,0
itf07g12220,0,1,0,0,0,1
itf07g12230,1,1,1,1,0,1
itf07g12270,0,1,1,0,0,0
itf07g12310,0,0,0,1,0,0
itf07g12330,0,1,1,1,1,1
itf07g12340,1,1,0,0,1,1
itf07g12360,0,0,1,0,0,0
itf07g12370,1,1,1,1,0,1
itf07g12410,0,0,1,0,1,1
itf07g12430,1,1,0,1,1,1
itf07g12440,1,1,1,0,1,1
itf07g12450,0,0,1,0,1,0
itf07g12460,0,0,0,0,0,0
itf07g12510,1,1,1,0,1,1
itf07g12520,1,1,1,1,1,1
itf07g12530,0,1,0,1,0,1
itf07g12540,0,1,1,0,0,0
itf07g12570,0,0,0,0,0,0
itf07g12590,0,1,0,0,0,1
itf07g12600,0,1,0,0,0,1
itf07g12620,0,0,0,1,0,0
itf07g12630,1,0,1,1,1,1
itf07g12640,1,0,0,1,1,0
itf07g12650,1,0,0,1,1,0
itf07g12680,0,0,0,0,0,0
itf07g12690,1,0,0,1,1,1
itf07g12700,1,0,0,1,1,0
itf07g12720,0,1,1,0,0,0
itf07g12790,0,0,0,1,0,0
itf07g12800,1,0,1,1,1,1
itf07g12810,0,1,0,1,0,1
itf07g12820,0,0,0,0,0,0
itf07g12830,0,0,0,0,0,0
itf07g12840,0,1,0,1,0,1
itf07g12850,1,0,1,1,1,1
itf07g12860,1,0,1,1,1,0
itf07g12870,0,0,1,0,0,1
itf07g12880,1,1,0,1,0,1
itf07g12890,0,0,1,0,1,1
itf07g12910,0,1,0,0,0,1
itf07g12920,0,0,1,1,0,1
itf07g12930,0,1,1,1,0,1
itf07g12960,0,0,0,1,0,0
itf07g13000,0,0,0,1,0,0
itf07g13030,1,0,0,1,1,0
itf07g13040,1,1,1,1,1,0
itf07g13050,1,0,0,1,1,1
itf07g13060,1,1,0,0,1,1
itf07g13070,0,0,0,0,0,1
itf07g13080,1,1,0,1,1,0
itf07g13090,0,0,1,1,1,1
itf07g13100,0,1,0,0,0,1
itf07g13140,1,0,1,0,0,0
itf07g13180,1,0,1,1,1,0
itf07g13190,1,1,1,1,0,1
itf07g13200,0,0,0,0,0,0
itf07g13270,0,0,1,0,1,0
itf07g13280,1,1,1,0,1,1
itf07g13430,0,0,0,1,0,0
itf07g13440,0,0,0,0,0,0
itf07g13450,0,0,0,0,0,0
itf07g13480,0,0,0,0,0,0
itf07g13540,0,0,0,0,1,0
itf07g13590,0,1,0,0,0,1
itf07g13620,0,0,0,0,0,0
itf07g13660,1,1,0,0,1,1
itf07g13670,0,0,0,0,0,0
itf07g13690,0,0,0,0,0,0
itf07g13720,1,0,0,0,0,0
itf07g13770,0,1,1,1,1,0
itf07g13790,1,0,0,1,1,0
itf07g13820,0,0,0,0,0,0
itf07g13830,1,1,1,1,1,1
itf07g13860,1,0,0,1,1,0
itf07g13880,0,1,0,0,0,1
itf07g13900,1,1,1,0,1,1
itf07g13930,1,1,1,1,1,0
itf07g13970,0,0,0,0,0,0
itf07g14010,1,1,0,1,1,1
itf07g14020,1,0,0,1,1,0
itf07g14030,1,1,0,0,1,0
itf07g14040,1,0,1,1,1,1
itf07g14050,0,1,0,1,0,1
itf07g14060,0,0,1,0,1,1
itf07g14140,1,1,1,1,1,1
itf07g14200,1,0,1,1,1,1
itf07g14230,0,1,1,1,0,1
itf07g14240,0,0,0,1,0,0
itf07g14250,1,0,0,1,1,0
itf07g14260,0,1,1,1,1,0
itf07g14280,1,1,0,1,1,1
itf07g14360,0,0,0,0,0,0
itf07g14370,1,0,0,1,1,0
itf07g14460,1,1,1,1,1,1
itf07g14510,1,1,1,1,1,0
itf07g14570,1,1,1,1,1,0
itf07g14580,1,0,0,1,1,0
itf07g14590,0,0,0,1,0,0
itf07g14610,0,0,1,1,0,1
itf07g14620,0,1,1,1,1,0
itf07g14630,0,0,0,0,0,0
itf07g14710,0,0,0,1,1,0
itf07g14740,0,0,0,1,0,0
itf07g14770,1,0,0,1,1,0
itf07g14780,1,0,1,1,1,0
itf07g14830,0,0,0,0,0,0
itf07g14860,0,0,0,0,0,0
itf07g14940,0,1,1,1,1,1
itf07g14950,1,1,1,1,1,0
itf07g14960,1,0,1,1,1,0
itf07g14980,1,1,1,1,1,1
itf07g15000,0,1,0,1,0,0
itf07g15010,0,0,0,0,0,0
itf07g15020,1,1,1,1,1,1
itf07g15030,0,0,0,1,1,0
itf07g15040,1,1,0,0,1,1
itf07g15050,0,0,0,0,0,0
itf07g15060,1,1,0,1,1,0
itf07g15090,1,1,1,1,1,0
itf07g15100,0,0,0,0,0,0
itf07g15170,0,0,0,1,0,0
itf07g15180,1,1,1,0,1,0
itf07g15190,1,1,0,1,1,1
itf07g15200,1,0,0,1,1,0
itf07g15220,1,0,0,1,1,0
itf07g15240,0,0,0,0,0,0
itf07g15270,1,1,1,1,1,0
itf07g15300,1,0,1,1,1,0
itf07g15320,0,0,0,0,0,0
itf07g15340,0,0,0,0,0,0
itf07g15350,1,0,0,1,1,0
itf07g15360,1,0,0,1,1,0
itf07g15370,1,0,0,1,1,0
itf07g15380,0,0,0,1,1,0
itf07g15400,1,1,0,1,1,1
itf07g15470,0,0,0,1,0,0
itf07g15500,1,1,1,1,1,0
itf07g15520,1,0,0,1,1,0
itf07g15570,0,0,0,1,0,0
itf07g15580,1,0,0,1,1,0
itf07g15610,0,0,0,0,0,0
itf07g15620,1,1,1,1,1,0
itf07g15630,0,0,0,0,0,0
itf07g15650,0,1,0,0,0,1
itf07g15670,0,0,0,0,0,0
itf07g15690,1,0,0,1,0,0
itf07g15730,1,0,1,1,0,1
itf07g15740,1,0,0,1,0,0
itf07g15750,1,1,0,1,1,0
itf07g15760,0,1,1,1,0,1
itf07g15800,1,0,1,1,0,1
itf07g15810,1,0,0,1,1,0
itf07g15820,1,0,0,1,1,0
itf07g15830,1,0,0,1,1,0
itf07g15840,0,0,0,1,0,0
itf07g15850,0,0,0,1,0,0
itf07g15860,1,0,0,1,1,0
itf07g15870,1,0,0,1,1,0
itf07g15880,1,0,1,1,1,1
itf07g15900,1,0,0,1,1,0
itf07g15920,0,0,0,0,0,0
itf07g15930,1,1,0,0,1,0
itf07g15950,1,0,0,1,1,0
itf07g15960,0,0,0,1,1,0
itf07g15980,1,0,0,1,1,0
itf07g16010,1,0,0,1,1,0
itf07g16020,0,1,1,1,0,0
itf07g16030,1,0,1,1,1,0
itf07g16040,1,0,0,1,1,0
itf07g16060,1,1,0,1,1,1
itf07g16070,0,0,0,1,0,0
itf07g16090,0,0,1,0,0,0
itf07g16100,0,1,1,1,1,0
itf07g16110,0,0,0,0,0,0
itf07g16120,1,0,0,0,1,1
itf07g16130,0,0,0,0,1,0
itf07g16140,0,0,1,0,1,1
itf07g16170,1,0,0,1,1,0
itf07g16180,0,0,0,0,0,0
itf07g16190,0,0,0,1,0,0
itf07g16200,0,1,0,1,0,1
itf07g16210,1,1,1,1,1,0
itf07g16220,1,1,1,1,1,0
itf07g16230,0,0,0,1,0,0
itf07g16250,1,0,0,1,1,0
itf07g16260,0,0,0,0,1,0
itf07g16270,0,0,0,1,0,0
itf07g16290,1,0,1,1,1,1
itf07g16310,0,0,0,0,0,0
itf07g16320,0,1,1,1,0,1
itf07g16350,1,0,0,1,1,0
itf07g16360,0,1,0,1,0,1
itf07g16380,1,0,1,1,0,1
itf07g16390,0,1,0,0,0,0
itf07g16420,0,1,1,1,1,0
itf07g16440,1,0,0,1,1,0
itf07g16450,1,0,0,0,1,0
itf07g16460,1,0,0,0,1,0
itf07g16480,0,0,0,1,0,0
itf07g16490,1,0,0,1,1,0
itf07g16500,1,0,0,1,1,0
itf07g16510,1,0,0,0,1,0
itf07g16560,0,0,0,0,0,0
itf07g16580,1,1,1,1,0,0
itf07g16600,1,1,0,0,0,0
itf07g16610,0,1,1,0,1,1
itf07g16620,1,0,0,1,1,1
itf07g16630,1,1,1,1,1,0
itf07g16650,0,0,0,0,0,0
itf07g16660,0,0,0,0,0,0
itf07g16680,1,0,1,1,0,0
itf07g16690,0,0,1,0,1,1
itf07g16700,1,0,0,1,1,0
itf07g16710,1,0,1,1,1,1
itf07g16730,1,0,0,0,1,0
itf07g16760,1,0,0,0,0,0
itf07g16770,1,0,0,1,1,0
itf07g16780,0,0,0,0,0,0
itf07g16800,1,0,0,0,1,0
itf07g16810,1,0,0,0,1,1
itf07g16830,0,0,0,0,0,0
itf07g16850,0,0,0,0,0,0
itf07g16860,1,1,1,1,1,1
itf07g16870,0,0,0,0,0,0
itf07g16880,0,0,0,0,1,0
itf07g16890,1,0,0,1,1,1
itf07g16900,0,1,1,0,0,0
itf07g16910,1,0,0,0,0,0
itf07g16930,1,0,0,1,1,0
itf07g16940,1,0,0,1,1,0
itf07g16950,0,0,0,0,0,0
itf07g16960,1,0,0,0,1,0
itf07g16980,1,0,0,1,1,1
itf07g16990,1,0,0,1,1,0
itf07g17010,0,1,0,0,0,1
itf07g17020,1,0,0,1,0,0
itf07g17030,0,0,0,0,1,0
itf07g17040,0,0,0,0,0,0
itf07g17050,0,0,0,0,0,0
itf07g17060,0,0,0,0,0,0
itf07g17070,1,1,1,1,0,1
itf07g17080,1,1,0,0,0,0
itf07g17090,1,1,1,1,1,0
itf07g17100,0,0,0,0,0,0
itf07g17110,0,0,0,1,0,0
itf07g17140,0,0,0,0,0,0
itf07g17150,1,0,0,1,1,0
itf07g17160,0,1,0,0,0,1
itf07g17200,0,0,0,0,0,0
itf07g17220,1,0,0,1,1,0
itf07g17230,1,0,0,1,1,0
itf07g17240,1,0,1,1,1,1
itf07g17250,0,0,0,0,0,0
itf07g17260,0,0,1,0,1,1
itf07g17270,0,0,0,0,0,0
itf07g17280,1,0,0,1,1,0
itf07g17290,1,1,0,0,0,0
itf07g17300,0,0,0,0,0,0
itf07g17310,1,0,0,0,0,0
itf07g17320,0,0,0,0,1,1
itf07g17390,0,1,1,1,1,1
itf07g17400,0,1,1,0,0,0
itf07g17410,1,0,0,0,1,0
itf07g17430,1,1,1,0,0,0
itf07g17450,1,0,1,1,1,0
itf07g17460,0,1,0,1,0,1
itf07g17480,1,1,1,0,0,1
itf07g17530,0,0,0,1,0,0
itf07g17560,1,0,0,1,1,0
itf07g17570,0,1,0,1,0,1
itf07g17580,0,0,0,0,0,1
itf07g17620,0,0,0,1,1,0
itf07g17630,1,0,1,1,1,1
itf07g17640,1,1,0,1,1,1
itf07g17650,0,0,0,0,0,0
itf07g17660,1,0,0,1,1,0
itf07g17670,0,1,1,0,0,0
itf07g17690,1,0,0,0,1,0
itf07g17700,0,0,0,1,0,0
itf07g17710,0,1,1,0,0,1
itf07g17720,0,0,0,0,1,0
itf07g17730,1,0,0,1,1,0
itf07g17740,1,0,0,1,1,0
itf07g17750,0,0,0,0,0,0
itf07g17760,1,0,0,1,1,0
itf07g17770,0,0,0,0,1,0
itf07g17780,1,1,1,0,0,0
itf07g17790,0,0,0,1,0,0
itf07g17800,1,1,0,0,1,1
itf07g17810,1,0,0,1,1,0
itf07g17830,0,0,1,1,0,1
itf07g17840,0,1,1,1,1,1
itf07g17860,1,1,1,1,1,0
itf07g17870,0,0,0,0,0,1
itf07g17880,1,1,0,1,1,0
itf07g17890,1,1,1,0,0,0
itf07g17910,0,1,0,1,0,1
itf07g17920,1,1,0,0,1,1
itf07g17940,0,0,0,0,0,0
itf07g17960,1,1,1,0,0,0
itf07g17970,0,0,0,0,0,0
itf07g17980,1,0,1,1,1,0
itf07g17990,1,1,1,0,0,1
itf07g18000,1,0,0,1,1,0
itf07g18030,1,0,0,1,1,0
itf07g18040,1,0,0,1,1,0
itf07g18050,1,0,0,1,1,1
itf07g18070,0,1,0,1,1,0
itf07g18080,1,0,0,1,1,0
itf07g18090,1,1,1,0,0,0
itf07g18100,1,1,0,0,0,0
itf07g18110,0,0,1,0,1,1
itf07g18120,0,0,0,0,0,0
itf07g18130,1,0,0,1,1,0
itf07g18170,1,1,1,1,1,1
itf07g18180,1,1,1,0,1,1
itf07g18190,0,0,0,0,0,0
itf07g18200,0,0,0,1,0,0
itf07g18220,0,0,1,0,0,1
itf07g18230,1,1,1,0,0,0
itf07g18240,0,1,0,1,0,1
itf07g18250,1,0,1,1,0,1
itf07g18260,1,1,1,0,0,0
itf07g18270,0,0,0,0,0,0
itf07g18290,0,1,0,1,0,1
itf07g18300,1,1,1,1,0,1
itf07g18310,1,1,1,1,0,1
itf07g18320,1,0,0,1,1,0
itf07g18330,0,0,0,0,0,0
itf07g18340,1,0,0,0,0,0
itf07g18350,0,0,0,0,0,0
itf07g18360,1,0,1,1,1,1
itf07g18370,1,1,0,1,1,1
itf07g18380,0,0,0,0,0,0
itf07g18390,1,1,1,1,1,0
itf07g18400,1,0,1,1,1,1
itf07g18410,1,0,0,1,1,0
itf07g18460,1,1,1,0,1,1
itf07g18470,0,0,0,0,0,0
itf07g18480,0,0,0,1,0,0
itf07g18490,1,1,1,1,1,0
itf07g18500,0,1,0,1,0,1
itf07g18510,0,0,0,0,0,0
itf07g18520,1,0,1,1,1,0
itf07g18530,0,0,0,0,0,0
itf07g18550,1,1,1,1,1,0
itf07g18560,1,0,0,1,1,1
itf07g18570,0,0,0,0,0,0
itf07g18580,1,0,0,1,1,0
itf07g18590,1,1,1,1,1,0
itf07g18600,0,0,0,0,0,0
itf07g18610,1,0,1,1,1,1
itf07g18620,0,0,0,0,0,0
itf07g18630,1,0,0,0,0,0
itf07g18640,1,1,1,1,1,0
itf07g18650,0,0,0,0,1,0
itf07g18660,0,0,0,0,0,1
itf07g18670,1,1,1,1,1,1
itf07g18680,0,1,0,0,0,1
itf07g18690,1,0,1,1,0,1
itf07g18700,0,0,0,0,0,1
itf07g18730,1,0,1,1,1,1
itf07g18740,1,0,0,1,1,0
itf07g18750,1,0,0,0,0,0
itf07g18820,0,1,0,1,0,1
itf07g18830,0,1,0,0,0,1
itf07g18840,0,1,0,1,0,1
itf07g18850,1,0,0,0,1,0
itf07g18860,1,1,1,1,1,0
itf07g18890,0,0,0,0,0,0
itf07g18900,0,1,0,1,0,1
itf07g18910,0,0,0,0,0,0
itf07g18920,0,0,1,0,1,1
itf07g18930,0,0,1,0,1,1
itf07g18940,0,0,0,0,0,0
itf07g18950,0,1,0,1,0,1
itf07g18970,1,0,1,0,0,0
itf07g18980,1,1,0,1,1,1
itf07g18990,0,0,0,0,0,0
itf07g19000,1,0,1,1,0,1
itf07g19010,1,0,0,1,1,0
itf07g19040,0,0,0,0,0,0
itf07g19050,1,0,0,0,0,0
itf07g19060,1,0,0,1,1,0
itf07g19070,0,1,1,0,0,0
itf07g19090,0,1,1,0,0,0
itf07g19110,1,0,0,1,1,0
itf07g19120,0,0,0,0,0,0
itf07g19170,0,0,0,1,0,0
itf07g19190,1,1,1,1,1,1
itf07g19200,1,1,1,0,0,0
itf07g19210,0,0,0,1,1,0
itf07g19230,0,0,0,1,1,0
itf07g19240,0,1,1,0,0,0
itf07g19270,0,1,1,1,0,1
itf07g19290,1,0,0,0,1,0
itf07g19300,0,0,0,0,0,0
itf07g19310,0,0,1,0,1,1
itf07g19320,0,0,0,0,0,0
itf07g19330,0,0,0,1,0,1
itf07g19340,0,1,0,0,0,1
itf07g19350,0,1,1,1,1,1
itf07g19360,0,0,0,0,0,0
itf07g19370,1,1,0,1,1,1
itf07g19380,1,1,1,1,1,0
itf07g19410,0,1,1,1,0,1
itf07g19420,1,0,1,1,1,1
itf07g19450,0,1,0,0,1,1
itf07g19510,0,1,1,1,1,0
itf07g19530,0,1,1,0,1,1
itf07g19560,0,0,0,1,0,0
itf07g19620,1,1,1,1,1,1
itf07g19630,0,0,0,1,0,1
itf07g19670,0,0,0,0,0,1
itf07g19690,0,0,1,0,1,0
itf07g19700,1,1,1,0,0,0
itf07g19730,1,0,0,0,1,0
itf07g19740,0,0,0,0,0,0
itf07g19760,0,1,0,0,0,1
itf07g19770,0,1,1,1,1,0
itf07g19780,1,1,1,1,1,1
itf07g19840,1,0,1,1,0,0
itf07g20020,1,1,0,1,1,1
itf07g20030,0,0,0,0,0,1
itf07g20110,0,1,0,0,0,1
itf07g20120,0,0,0,1,0,0
itf07g20180,0,0,1,0,0,0
itf07g20200,1,0,1,1,1,1
itf07g20210,1,1,0,1,1,1
itf07g20220,1,0,0,1,1,0
itf07g20240,1,0,0,1,1,0
itf07g20250,0,1,0,1,0,1
itf07g20260,0,1,0,1,0,1
itf07g20270,1,1,1,0,0,0
itf07g20280,1,0,1,1,0,1
itf07g20290,0,0,0,0,0,0
itf07g20340,0,1,1,1,1,0
itf07g20350,1,0,0,1,1,0
itf07g20360,1,1,1,0,0,0
itf07g20370,1,0,1,1,1,1
itf07g20380,0,0,0,0,0,0
itf07g20390,1,0,0,1,1,0
itf07g20400,0,1,0,1,0,1
itf07g20410,1,0,1,1,1,1
itf07g20420,1,0,0,1,1,0
itf07g20440,1,0,0,1,1,0
itf07g20450,0,1,0,0,0,1
itf07g20460,1,0,0,0,1,0
itf07g20470,0,0,0,1,0,0
itf07g20480,0,0,1,0,0,1
itf07g20490,0,0,0,0,0,0
itf07g20510,0,1,1,1,1,1
itf07g20520,1,1,1,0,0,0
itf07g20540,0,0,0,1,1,0
itf07g20550,1,1,1,0,0,0
itf07g20560,1,1,1,0,0,0
itf07g20580,0,0,0,0,0,0
itf07g20600,0,1,0,0,0,1
itf07g20640,0,1,1,1,0,1
itf07g20650,0,0,1,0,1,0
itf07g20690,1,0,0,1,1,0
itf07g20700,0,0,0,0,0,1
itf07g20710,0,1,0,1,0,1
itf07g20730,0,0,0,1,0,1
itf07g20750,1,0,0,0,0,0
itf07g20770,1,1,0,1,1,1
itf07g20800,1,1,0,1,1,1
itf07g20850,0,0,0,0,0,0
itf07g20870,1,0,0,1,1,0
itf07g20890,0,0,0,0,0,0
itf07g20900,0,1,1,1,1,1
itf07g20920,1,0,0,1,1,1
itf07g20960,0,1,0,0,0,1
itf07g20970,1,1,1,1,0,1
itf07g20980,0,1,1,0,0,0
itf07g20990,1,0,0,1,1,0
itf07g21010,0,1,1,1,0,0
itf07g21020,0,0,0,0,0,0
itf07g21030,1,0,0,1,1,0
itf07g21040,0,0,0,0,0,1
itf07g21050,1,0,0,1,1,0
itf07g21060,1,0,0,0,0,0
itf07g21070,0,1,1,1,1,0
itf07g21080,0,1,0,0,0,0
itf07g21100,0,0,0,0,0,0
itf07g21110,0,1,0,0,0,1
itf07g21170,0,0,0,0,0,0
itf07g21180,0,0,0,1,0,0
itf07g21190,0,1,1,1,0,1
itf07g21200,1,0,0,1,1,0
itf07g21210,0,0,0,0,0,0
itf07g21220,1,0,0,1,1,0
itf07g21230,1,0,0,1,1,0
itf07g21250,0,0,0,0,0,0
itf07g21270,1,0,1,0,0,0
itf07g21280,1,1,1,1,1,0
itf07g21290,1,1,1,0,0,0
itf07g21300,0,0,0,0,0,0
itf07g21320,1,1,0,0,1,1
itf07g21330,0,1,1,0,1,0
itf07g21340,0,0,0,0,0,0
itf07g21350,1,1,0,1,1,0
itf07g21360,1,0,1,0,1,1
itf07g21370,0,0,0,1,0,0
itf07g21390,0,1,0,0,0,1
itf07g21400,1,1,0,1,1,1
itf07g21410,1,1,1,1,1,0
itf07g21420,0,0,0,0,0,0
itf07g21430,0,1,0,0,0,0
itf07g21440,0,0,1,0,1,0
itf07g21450,0,0,0,0,0,0
itf07g21460,0,1,0,0,0,1
itf07g21470,1,0,0,1,1,0
itf07g21490,0,1,1,1,1,1
itf07g21500,1,0,1,1,1,0
itf07g21520,1,1,1,1,1,0
itf07g21570,0,0,0,0,1,1
itf07g21590,0,0,1,1,1,0
itf07g21600,1,0,0,1,1,0
itf07g21620,0,0,1,0,0,0
itf07g21640,0,0,0,0,0,0
itf07g21650,0,0,0,0,0,1
itf07g21660,1,0,0,1,1,0
itf07g21670,1,0,1,1,0,1
itf07g21680,0,0,0,0,0,0
itf07g21690,0,0,0,0,1,0
itf07g21700,1,1,1,0,0,0
itf07g21740,0,0,1,0,1,1
itf07g21750,0,0,0,0,0,0
itf07g21760,0,0,0,0,0,0
itf07g21770,1,0,0,1,1,0
itf07g21780,1,0,0,1,0,0
itf07g21790,1,1,1,0,1,0
itf07g21800,1,0,0,0,0,0
itf07g21810,0,0,1,1,1,0
itf07g21840,0,1,1,1,0,0
itf07g21870,1,0,0,1,1,0
itf07g21920,0,1,0,0,0,1
itf07g21970,1,0,1,1,1,1
itf07g22000,1,0,1,1,1,0
itf07g22010,1,1,1,1,1,1
itf07g22020,1,1,1,0,0,1
itf07g22030,1,0,0,1,1,0
itf07g22050,1,1,1,1,1,0
itf07g22080,1,1,1,0,0,1
itf07g22090,0,0,1,1,0,0
itf07g22100,1,1,0,1,1,1
itf07g22110,0,0,0,0,1,1
itf07g22120,1,0,1,1,0,1
itf07g22130,0,0,0,0,0,0
itf07g22160,0,0,0,0,0,0
itf07g22180,0,1,1,1,1,1
itf07g22200,0,1,1,1,0,1
itf07g22210,1,0,1,1,0,0
itf07g22220,1,0,0,1,1,0
itf07g22230,0,0,0,0,0,0
itf07g22240,0,0,0,1,1,0
itf07g22250,1,0,1,1,1,1
itf07g22260,1,1,0,0,1,0
itf07g22270,1,1,0,0,1,1
itf07g22280,1,1,1,0,0,1
itf07g22320,1,0,0,1,1,0
itf07g22340,0,0,0,0,0,0
itf07g22350,1,0,1,0,1,1
itf07g22360,0,0,0,1,0,1
itf07g22370,0,1,1,1,1,0
itf07g22440,0,0,0,0,0,0
itf07g22460,0,1,1,0,0,0
itf07g22470,1,0,1,1,1,1
itf07g22480,1,1,0,1,1,1
itf07g22500,1,0,1,1,1,1
itf07g22510,1,0,1,1,1,0
itf07g22530,0,0,1,1,1,1
itf07g22540,0,1,0,0,0,1
itf07g22550,1,0,0,1,1,0
itf07g22560,0,1,1,1,1,0
itf07g22570,0,0,1,0,1,0
itf07g22580,1,0,0,1,1,0
itf07g22590,0,0,0,0,0,0
itf07g22600,1,0,0,1,1,0
itf07g22610,0,0,0,0,0,0
